South East Asia_Air_Cargo_Discharged_Monthly,North East Asia_Air_Cargo_Discharged_Monthly,Europe_Air_Cargo_Discharged_Monthly,North America_Air_Cargo_Discharged_Monthly,Oceania_Air_Cargo_Discharged_Monthly,South Asia_Air_Cargo_Discharged_Monthly,Middle East_Air_Cargo_Discharged_Monthly,South East Asia_Air_Cargo_Loaded_Monthly,North East Asia_Air_Cargo_Loaded_Monthly,Europe_Air_Cargo_Loaded_Monthly,North America_Air_Cargo_Loaded_Monthly,Oceania_Air_Cargo_Loaded_Monthly,South Asia_Air_Cargo_Loaded_Monthly,Middle East_Air_Cargo_Loaded_Monthly,South East Asia_Air_Passenger_Arrivals_Monthly,North East Asia_Air_Passenger_Arrivals_Monthly,Europe_Air_Passenger_Arrivals_Monthly,North America_Air_Passenger_Arrivals_Monthly,Oceania_Air_Passenger_Arrivals_Monthly,South Asia_Air_Passenger_Arrivals_Monthly,Middle East_Air_Passenger_Arrivals_Monthly,South East Asia_Air_Passenger_Departures_Monthly,North East Asia_Air_Passenger_Departures_Monthly,Europe_Air_Passenger_Departures_Monthly,North America_Air_Passenger_Departures_Monthly,Oceania_Air_Passenger_Departures_Monthly,South Asia_Air_Passenger_Departures_Monthly,Middle East_Air_Passenger_Departures_Monthly,DayOfWeek
0.47699436152570485,0.8536544465513166,0.7149011573574868,0.5749431950192764,0.4126540126540127,0.6311469393746637,0.4775150963574602,0.825394228447235,0.6872563727815043,0.49588050314465393,0.13062615041361836,0.7332582425196402,0.650424178154825,0.7222531593954166,0.853978731639862,0.9433172567817578,0.812284544103229,0.9961959106038992,0.8358376219956697,0.8877358250537484,0.7879023108616469,0.8057588875868053,0.8457497227608681,0.8780199938709756,0.9614858448811421,0.7518652153482148,0.9082327428124951,0.8208765429392032,0.8333333333333333
0.5747900497512437,0.9452597458769889,0.7380727481848895,0.641195326436664,0.5704179154179155,0.714449011324776,0.45040505706933714,0.8720472108186429,0.7595961942371536,0.4842313067784766,0.14705487039675386,0.788639731094348,0.6816967126193002,0.8510679410753355,0.8065282460251095,0.8381739068477265,0.7226786109617636,0.9434300206054842,0.7725222774701063,0.9867505438446957,0.6500567265778945,0.7911382775733943,0.9178876546498733,0.9166949650894092,0.9183847552830219,0.7457316453191682,0.9260536092995074,0.8156475411633158,0.3333333333333333
0.4709598673300165,0.8908786982891778,0.7203227661562791,0.4857800495394564,0.4846911421911422,0.6478527507298855,0.4070624356840745,0.6780964742815745,0.7675974589531894,0.4848099231306777,0.10562088026360655,0.7265988480548045,0.6199622952751267,0.7215776132528764,0.8128137585429489,0.9113033800069287,0.721812834055473,0.7574734506260897,0.7651046143467995,0.9572620758965485,0.6451802312852053,0.7681267733055863,0.8443632173368936,0.9216685854377696,0.8888030515185168,0.762634687097244,0.8102530575797683,0.8198899388305453,0.0
0.6209678275290216,0.9610400844887077,0.7933009848321472,0.08973808670586245,0.5939801864801865,0.898921074521701,0.7814038462185883,0.7583615068823956,0.8275059606195819,0.6083682739343116,0.12327340689378066,0.765799805995658,0.6115812418993755,0.939832269804609,0.8580548226110029,0.9372031714130578,0.7455801891267908,0.7445553970518307,0.8111447192331546,0.9254773747885048,0.7353356820126987,0.8477920281309442,0.9803088970529016,0.8348683502157581,0.8370753061979946,0.7954459891343477,0.8447785945497744,0.8608559338756001,0.6666666666666666
0.4644709784411276,0.6700208029850456,0.6779232262238516,0.06019555877592653,0.5966075591075592,0.7771688604002546,0.7122046797866479,0.644135474523062,0.6144684159754283,0.4974556254367575,0.10741768308642624,0.6425772020025796,0.4929315423589019,0.7236072946811392,0.8000130009425683,0.8747368007252876,0.7261179986716848,0.6681566016801395,0.7164260300949853,0.8774822852926584,0.7166756234947552,0.7709366022147627,0.936357046830181,0.744283028400573,0.711876136674553,0.8356549482136527,0.7902508251877602,0.8028984236258797,0.5
0.5109830845771144,0.8487802937398142,0.5972906333117676,0.029337754342578348,0.6531368631368631,0.7635823914142651,0.644236563652707,0.7005167833856556,0.7566576652438612,0.5002955974842767,0.09704291529135795,0.6669343405451309,0.5324661246612467,0.6913895253831899,0.8347713163749826,0.9140330359621731,0.7958505961605364,0.7497543192265018,0.8336180352304997,1.0,0.7951075814573755,0.7563300932973038,0.7241473735077101,0.7621400233565517,0.8433199748925692,0.935245768743525,0.8554908870569101,0.757383087413124,0.0
0.4787728026533996,0.8633065320077772,0.6272841636115304,0.04966743981822408,0.592907092907093,0.7532471062832663,0.6649096799605884,0.6245846413909684,0.633763723943462,0.45684696016771476,0.09491929242753722,0.6901366913376706,0.4798279721927654,0.7094679921977464,0.8581648874088825,0.9177024699578145,0.8104027641607894,0.822555080044381,0.9451033087075259,0.9301938758634727,0.9151688859696264,0.8599174863237923,0.9235501477576156,0.7779968029684354,0.8039045273848036,0.8363447000403958,0.9745602985027029,0.920589331520905,0.6666666666666666
0.4152112769485903,0.7860456703469338,0.5868169074832865,0.06693339739071194,0.46531551781551783,0.6708230714444935,0.5925257179536959,0.6505759478386862,0.7126113482453679,0.5102928022361984,0.11269632193047366,0.8887573417851953,0.46124307764816774,0.8052677384114928,0.7661566259008323,0.7553690195105293,0.7266319301685695,0.7582184181328261,0.773933999934718,0.8038851501774651,0.7240600306522561,0.7866021776545128,0.7992924981259254,0.7234319222773465,0.7509053160156439,0.7852920728004199,0.9227496691276132,0.8493345903400495,0.3333333333333333
0.4668630182421226,0.8143040992103932,0.4997031126446697,0.08919858706224723,0.4927031302031303,0.722026498779447,0.7014652528478559,0.5945701521371648,0.7462647321673426,0.5831558350803633,0.09456983550057935,0.8214285968085221,0.5339849181100507,0.6829695426065735,0.7858626568608041,0.743268609447902,0.8864527657421171,0.8037723886511333,0.7035736434951964,0.7920573231391606,0.8555661710555124,0.7420323241648997,0.7973731979456425,0.758996827815831,0.7488452191267121,0.8283452276593231,0.8182099405226988,0.7724342812040955,1.0
0.4460955223880596,0.8608304818086061,0.5053123427503414,0.07845781860998116,0.5514127539127539,0.7178075712351781,0.6348381623347986,0.6074583433953151,0.7426054440863235,0.5439538784067085,0.05532737888912312,0.8392357792330079,0.5082537999293036,0.6864324773372528,0.7472535508824389,0.6913547791091642,0.8093037414212974,0.7642098589316849,0.732961407479137,0.7792881041128652,0.7914054258474155,0.720936342457732,0.666821135844077,0.8720152066060941,0.8637278096985499,0.773244773962006,0.7045907547079554,0.952686851855912,0.6666666666666666
0.42062553897180766,0.8424494231184678,0.469900079074114,0.13900779321018042,0.5167174492174493,0.6939388255506082,0.638398893962467,0.5865594059405941,0.6632335433665323,0.5061879804332633,0.026393194220237115,0.852016614730828,0.5359113938965476,0.700758924360133,0.7969016390051915,0.730125230030638,0.8325650716341441,0.7714217784117927,0.7316829690237082,0.816479448395181,0.7821400847913059,0.7474397233810272,0.7849615582388035,0.9069299386269328,0.9693077752563051,0.7740362023528508,0.726091878876788,0.9669158755563351,0.16666666666666666
0.38609485903814256,0.8305942196660142,0.5075034145640139,0.18063786972461895,0.44894438894438904,0.6746002620519429,0.6337361647116121,0.6429847862835063,0.6826185429309796,0.5032320055904961,0.04940217398993507,0.8605847845166059,0.4866819842111465,0.6990715805041035,0.8341301335255896,0.7869480186039198,0.9144738922799582,0.8825011887779363,0.7348382639349792,0.8552959660081163,0.9154873509683327,0.8017489811958175,0.6566385607107235,0.8677621607295195,0.9619364910755959,0.8446107299003296,0.7329229984213801,0.8320470939027865,0.8333333333333333
0.37552703150912103,0.7567896511510106,0.4701150168931062,0.12324416493724871,0.43059190809190817,0.6469026765180801,0.6800526086034369,0.5161277469210335,0.6114476159134832,0.41697134870719776,0.04588213822365528,0.7287044702722101,0.3720384116884647,0.5909081226816139,0.8272891261889214,0.6983005373319149,0.7711818843100667,0.9210492946584244,0.7746167404715534,0.842180085743,0.764136860333194,0.7923665572471098,0.6514791249775421,0.8628962124286672,0.8933256079699998,0.7221069582494044,0.8606891713041954,0.841693889631887,0.5
0.420889552238806,0.7300103760496903,0.47106174969448633,0.08846809666888505,0.4969522144522145,0.6293161096703692,0.7024830856831208,0.621142236174837,0.6999441847259729,0.45196086652690415,0.07391367706501456,0.7961710791402695,0.3932402497938023,0.6177382593427728,0.757075172040882,0.599638584706556,0.7037422119611626,0.9183705817086701,0.7515178056555941,0.8642582721640566,0.6728966382038574,0.7509508962730803,0.6387663942805103,0.8532802703396638,0.9095971544911722,0.7368115878306893,0.802742653038445,0.8989717392734209,0.0
0.3525698175787728,0.7583976381649888,0.4917022500179713,0.06562008986410123,0.4209099234099235,0.683155007529916,0.7251772790982921,0.6254570152137164,0.7027762452774794,0.3899615653389238,0.07459844286520725,0.7499980457438078,0.41008601390361726,0.633024773068227,0.7374496582820436,0.5944605919741728,0.6847267465764256,0.7657631954350927,0.7319168960602335,0.8257502512498887,0.5992516072530403,0.6984109549187962,0.5743205318035103,0.8587715447625831,0.8766677932821528,0.7327720054190862,0.7033884521550556,0.8518011006116946,0.8333333333333333
0.41298706467661694,0.827592890624964,0.5312429013011286,0.08895246496205783,0.46382700632700635,0.6844720631969251,0.8818842588280447,0.6123702004346775,0.7639246203432155,0.3935345911949685,0.28227489385422694,0.8394781070008563,0.456724402026629,0.661939365169206,0.7491955666785841,0.5383564571964886,0.7284385970460799,0.7940561103185925,0.7192413147787485,0.8145266960957674,0.7595887820704206,0.7296819905997641,0.5615941714731775,0.8592767751393524,0.9232935799011798,0.7624533180910088,0.6821488367643074,0.9198000482339787,0.3333333333333333
0.32872371475953566,0.6445788956792982,0.4684638056214505,0.09957706378303452,0.41130286380286385,0.5946649051556818,0.7720076892950245,0.594111325766723,0.6838377679052495,0.26862962962962966,0.20964727487263213,0.6624829002583172,0.32945328148933667,0.5853211735027676,0.6642122462969474,0.4322315613091538,0.6808366804769285,0.696401965446188,0.595017898138376,0.7533552991463864,0.6541271073426086,0.6216542366742788,0.4366723869824612,0.7173277454301498,0.8266460656977773,0.7336431262520645,0.6106006729067339,0.7999057244962837,0.3333333333333333
0.3285850746268657,0.6975911188786279,0.4574811300409748,0.07374408814715347,0.4996536796536797,0.5399493293753704,0.6864547434713375,0.571508693552282,0.6922684553364887,0.33628651292802236,0.22288702354660583,0.6624615810998554,0.33019323671497586,0.5596412910843124,0.7306197312941551,0.463007142313107,0.7910235934090262,0.8849104453954668,0.7502747282638261,0.8337838869311892,0.8283971258533867,0.6803259282788573,0.3794403176943617,0.748792830698129,1.0,0.8285678168942482,0.6845853331845073,0.7329920413935235,1.0
0.34090945273631834,0.8216908473804753,0.5390956796779527,0.13886799585727283,0.4957750582750583,0.6650505890731953,0.8867523501614281,0.68557051436851,0.7655687511897042,0.35659678546470996,0.3205666012554983,0.838873353539158,0.4464569341345588,0.6528423147497283,0.7614312264911933,0.4321811941200606,0.8070819760270723,0.9999999999999999,0.8221692108498624,0.7787442594171002,0.935490933699568,0.7814062948776656,0.4330246014881082,0.7640491315835245,0.9566092092768738,0.731593106878557,0.8326120581059749,0.9066782135888272,0.5
0.3498315091210613,0.8257489791641707,0.5143152900582272,0.028109112818432785,0.37706043956043955,0.6114645006605667,0.9570523920193825,0.6450199227239797,0.7404438120864266,0.3980237596086652,0.23496804662066662,0.9361391714664383,0.4061175916106987,0.6658967875042221,0.6414687223914642,0.3031453695354671,0.7335304721844461,0.8392930733872246,0.7208543232980448,0.705655984835956,0.7067036882227663,0.6706451548263227,0.3253034142231419,0.7210879846277445,0.8191299309545652,0.7430495824390835,0.7841532058743802,0.7986231391550284,0.16666666666666666
