South East Asia_Air_Cargo_Discharged_Monthly,North East Asia_Air_Cargo_Discharged_Monthly,Europe_Air_Cargo_Discharged_Monthly,North America_Air_Cargo_Discharged_Monthly,Oceania_Air_Cargo_Discharged_Monthly,South Asia_Air_Cargo_Discharged_Monthly,Middle East_Air_Cargo_Discharged_Monthly,South East Asia_Air_Cargo_Loaded_Monthly,North East Asia_Air_Cargo_Loaded_Monthly,Europe_Air_Cargo_Loaded_Monthly,North America_Air_Cargo_Loaded_Monthly,Oceania_Air_Cargo_Loaded_Monthly,South Asia_Air_Cargo_Loaded_Monthly,Middle East_Air_Cargo_Loaded_Monthly,South East Asia_Air_Passenger_Arrivals_Monthly,North East Asia_Air_Passenger_Arrivals_Monthly,Europe_Air_Passenger_Arrivals_Monthly,North America_Air_Passenger_Arrivals_Monthly,Oceania_Air_Passenger_Arrivals_Monthly,South Asia_Air_Passenger_Arrivals_Monthly,Middle East_Air_Passenger_Arrivals_Monthly,South East Asia_Air_Passenger_Departures_Monthly,North East Asia_Air_Passenger_Departures_Monthly,Europe_Air_Passenger_Departures_Monthly,North America_Air_Passenger_Departures_Monthly,Oceania_Air_Passenger_Departures_Monthly,South Asia_Air_Passenger_Departures_Monthly,Middle East_Air_Passenger_Departures_Monthly,DayOfWeek
0.43572669983416246,0.8073434028354418,0.5288138882898425,0.09410330827482191,0.33771645021645014,0.6734259213952909,0.9822569405089613,0.7117091282298961,0.7541301689621909,0.3789028651292802,0.15125542754710947,0.9143801277017592,0.42256509956403915,0.6446885945292934,0.6350805319749318,0.22450376034062963,0.7667897466713053,0.7723093992708828,0.6340102710289526,0.7025264925515539,0.7249756175235366,0.6272612777225691,0.22790605465482955,0.6955365795075246,0.7561199362657525,0.7446544233427408,0.7213879100027109,0.7173488851373572,0.8333333333333333
0.5179694859038142,0.8220863677766065,0.48165624326072887,0.21263964967964752,0.33873876123876123,0.6301968651628583,0.962248164927074,0.7519838203332528,0.779258657013528,0.32460726764500347,0.1707486159666446,0.8607794994972232,0.421861670790621,0.6849018480142899,0.5931672659904206,0.1842874025517738,0.7042877700117018,0.7040735457283246,0.654623051061376,0.7132125637665856,0.681604665512231,0.5634389752807788,0.16277747145521118,0.7395661644731938,0.816007596607278,0.6998590268178808,0.6330394017189419,0.7790006796606082,0.5
0.5171489220563847,0.8425528135378074,0.5030328517000935,0.09830510476925561,0.3413761238761239,0.5762410769138764,0.9347678005720961,0.7422530789664332,0.7316253214217732,0.32538155136268343,0.16038658141992695,0.9102854279998721,0.3715411806291976,0.6617750431345341,0.5778660430153912,0.17156047379554853,0.7077390176792435,0.7050087177048661,0.6091759240117943,0.7120390041599348,0.6401843116180013,0.5351989330665505,0.15558845941776686,0.7240820957949924,0.935106947998648,0.6978392356120793,0.5975826383684405,0.7448861020367893,0.0
0.5177976782752901,0.9073524697357508,0.5537337358924591,0.11989690437467265,0.34070096570096575,0.6123411785813314,0.892468822557061,0.8264736778555903,0.8341357182264294,0.415796645702306,0.18936179544460968,0.9401962073217097,0.45108636738541297,0.6634000054774012,0.5581799566832231,0.1692546393095027,0.7245524842657896,0.8466476462196861,0.6431171049625173,0.7256860076074649,0.6518679962580363,0.5425292764727667,0.1192828334768575,0.7155097443202995,0.9110295656092575,0.7228269382438535,0.5996491955415943,0.6163425489465261,0.6666666666666666
0.47301227197346596,0.875495730461408,0.7081848896556681,0.05638165071139134,0.34121878121878124,0.6758398438561869,0.7854201898982055,0.8139936005795702,0.791685782591442,0.5668399720475191,0.21188832658235368,0.8824539772666707,0.4977872039589961,0.70054895731583,0.49859427308479864,0.12231978988282873,0.6104438786805402,0.833032176256142,0.6289617991709191,0.6539493938198887,0.41538783065623697,0.49395248524394525,0.10226189959916487,0.7086104508145804,0.8069302946904222,0.5359234293031858,0.6408208824326695,0.46949200850671985,0.3333333333333333
0.468555223880597,0.8422370911163344,0.6816921860398246,0.05294184823914405,0.39228188478188486,0.6044864162493954,0.8054121325225085,0.7539386621588988,0.7468993486067154,0.33157651991614256,0.19386370613926496,0.8147464619079936,0.429216448686226,0.6317132397914935,0.42068612474404393,0.0899189456796008,0.4928603055125083,0.751735615786971,0.46222078360117075,0.6510298065057819,0.34768416233753313,0.4142530909231245,0.07652047852403462,0.5765051309871869,0.7208729660566848,0.49202388574851813,0.5482563423851515,0.39434566223060225,1.0
0.4888895522388059,0.7619850775474406,0.5775566098770756,0.07210983740189575,0.3805194805194806,0.5607884392686469,0.7242312668820536,0.6883977300169042,0.6300066784749848,0.2857183787561146,0.2265782507629338,0.7777413772887005,0.3814009661835749,0.5596671565897701,0.28834022284797467,0.07129782733144804,0.44559837439514216,0.5571881439213822,0.4582957055348225,0.5307129136082027,0.24150594136263212,0.2968614671225526,0.05246913197821737,0.49952375825140594,0.5950139217485073,0.4363600889257734,0.47522842153939376,0.24202495012168115,0.6666666666666666
0.3602898839137646,0.6998520614939383,0.4178261807202932,0.012489219852011693,0.30967698967698964,0.4525438610798498,0.7624398362041007,0.8901273846896883,0.8855719129797937,0.365843466107617,0.3164806433402989,0.999118097478299,0.5467373630258041,0.8107192740617668,0.14950123656692385,0.05496780185302118,0.3260855814541889,0.4178316690442225,0.22356080470900566,0.32681567799305405,0.2078083636870285,0.15118898214578602,0.02874241851647637,0.35448536902523664,0.3903239824247984,0.28717583725154505,0.27629359144037124,0.2038872201881125,0.16666666666666666
0.3721903814262023,0.6639723478044455,0.5646315865142693,0.06012467561107196,0.44681068931068935,0.5015685059233527,0.7443601175613758,0.640456411494808,0.7064135944068579,0.2632599580712788,0.2196103343043614,0.7904952085191358,0.32618004006127016,0.6394333324204331,0.09215747687161864,0.046777605519261155,0.22422831209083147,0.2909494373117768,0.11295411765985922,0.21076685282481206,0.14592663362592306,0.08050612544186526,0.015584866150805697,0.1995411514283111,0.2140730368725154,0.22449635750579144,0.1398657375663738,0.10199294029948915,0.16666666666666666
0.5505001658374793,0.9117228544637599,0.5685572568470995,0.03287403667809985,0.6614210789210789,0.5728743618600252,0.8535869349316414,0.8084955324800772,0.933082325916032,0.3487938504542277,0.21962731196882895,0.8618404829500032,0.5334158124189938,0.8627698000444278,0.07850131634543504,0.04977383903629141,0.330833517821563,0.3583135203677286,0.12674221240574918,0.22553016906891243,0.18121653629505782,0.07529688373201089,0.016501768754685186,0.2277802165036401,0.24412148133841918,0.18934099846385946,0.14444851944572895,0.08438753809388086,0.8333333333333333
0.5667316749585406,0.9744498450068904,0.7049047516353965,0.035955485372471355,0.6231185481185482,0.5923936977051427,1.0,0.9319826128954359,1.0,0.4132215234102026,0.27218450193899074,0.9908640299605241,0.5322917403087075,0.9999999999999999,0.0822523837523675,0.04013773583514942,0.31718665991966855,0.3297669995244888,0.15805579431829309,0.23418079814774767,0.13539738460619813,0.09773543820639996,0.03247569898335326,0.3347109833770923,0.34736774338918125,0.14469399476228292,0.23411094988279943,0.17063866172633793,0.3333333333333333
0.54810679933665,0.9677188280198676,0.6956760836747896,0.04068693662651267,0.5218689643689643,0.5611866821070717,0.9772059310364949,0.7905354986718184,0.961516820400644,0.47537386443046814,0.1997592001256347,0.9896630507005121,0.5259078590785908,0.8562319131649337,0.04130827894113232,0.02710860394436514,0.1620702742022202,0.1498652718338881,0.05713803871220446,0.07140267406210642,0.07711828984295695,0.043418758762161266,0.02629032357988514,0.16355798139758315,0.1700706548854876,0.06194301165982869,0.09433131886530703,0.09306965425007124,0.0
0.6281558872305142,1.0,0.7451448493997554,0.09362090895845068,0.49840659340659343,0.7036325727302878,0.7042034139482376,0.8253827577879739,0.9868127542740627,0.5100538085255066,0.21967965976760406,1.0,0.6105420054200542,0.8110022731214795,0.025612595549540977,0.03060728088430042,0.120679022106961,0.07983832620066571,0.02463034088065369,0.018290355820728434,0.06248880396488924,0.02813465507606057,0.017510361618952624,0.11582199325807332,0.0907408301546682,0.01959060068865262,0.053749621290641494,0.05563350946043717,0.6666666666666666
0.5567190713101161,0.9815710625250669,0.612960966141902,0.07131043282048052,0.476471028971029,0.702257071868561,0.6457358190748831,0.7603320453996618,0.9143387180554347,0.4216443046820404,0.23486901024460566,0.9169668522617851,0.6245292800754094,0.7684230866372713,0.0200820241285675,0.0386807727555275,0.07936288307663114,0.0703598034553812,0.024211448280364273,0.00899410993931838,0.04262454967058777,0.020903761504453347,0.014416434859645753,0.12467180731672972,0.08571934398789692,0.017447148796781525,0.036831279001164036,0.04054942886584376,0.3333333333333333
0.4726819237147596,0.9445936062624527,0.6022421105599886,0.11108573318789158,0.454502997002997,0.6935201948535609,0.7949902873834738,0.737716735088143,0.8240525115260154,0.42506988120195666,0.21103519894285744,0.9060429154659836,0.6178284435018263,0.6658176694875283,0.020535579738621957,0.035226320664552065,0.06600461747683356,0.05571405928039309,0.029594490202265285,0.00491050415357411,0.042952966700503574,0.0215902622284333,0.01325419885634986,0.09524006725361736,0.15251154780873288,0.017617525742032816,0.037791207564619775,0.04577843064173116,1.0
0.4625830845771145,0.9548086722125875,0.6135216734957947,0.12481934637846098,0.4741608391608392,0.6738948421436068,0.7199388626980537,0.703856556387346,0.8548525412081266,0.4013563941299789,0.2586773550496526,0.8272629398408882,0.5423235536703193,0.6537445644401031,0.021234380401670028,0.033701791843463696,0.055611341282140486,0.05359010936757014,0.03420230880544887,0.0046528935082117365,0.04041519874206326,0.020358271739993602,0.013955505442560388,0.09638718868283955,0.09540823716865433,0.022253427462015557,0.03043388133241912,0.03480520049987942,0.5
0.46093665008291873,0.9281219165021748,0.6012867514916252,0.10230212767633173,0.43017898767898777,0.6436120761364194,0.6914608650569123,0.7043926587780729,0.8453332946175364,0.38409643605870014,0.21999657617099905,0.8080792504183886,0.5239036172970425,0.7596105567778275,0.02182754840635037,0.02140482689657036,0.036540529428508176,0.04186083372959264,0.025707493281397906,0.0020131794878318725,0.02840309707211242,0.01703783472476516,0.014413956744500134,0.0912023654720591,0.08610561215457165,0.02654582727624973,0.02374308357118939,0.040845410098441164,0.16666666666666666
0.4653704809286898,0.8942797110989499,0.5963165839982747,0.11316891064389481,0.45359390609390615,0.5458020039905837,0.7963885450601441,0.6330560251147066,0.8258795745133909,0.404377358490566,0.23501190558720791,0.7950177126674888,0.6311441027453754,0.7933406973948871,0.021583780733194065,0.022095225927554783,0.028855276890477247,0.03705817086701537,0.023716393389113147,0.00444298853791647,0.027577078481718118,0.01698885197040551,0.016976327805071464,0.06561783049106737,0.0744531891265511,0.024042385387154128,0.030430692200979065,0.039650522900177586,0.8333333333333333
0.42257976782752893,0.8908109278353378,0.5393832219107181,0.10485982854150014,0.38115551115551116,0.552375049610456,0.7400733243632373,0.6412213233518473,0.8152007898022591,0.3617554157931516,0.22204379954471565,0.7613625784811522,0.5948556616000943,0.8200825870374259,0.020620529079267338,0.025817484048342675,0.026993263544071604,0.026755428752575684,0.021447845151182147,0.03837762540231786,0.037449493441611435,0.016332037764219282,0.011639706838978275,0.04751236157930046,0.0495871758968664,0.020513933811304785,0.04274711782246105,0.03899278682773892,0.5
0.45299635157545604,0.9289578291990273,0.5144195241176047,0.09108486683809894,0.37967282717282724,0.5770973669760185,0.7621503093336506,0.66715527650326,0.8668596003884487,0.36195457721872804,0.2399920204977002,0.6472659955869342,0.7003511252503829,0.6081056408102902,0.01857066455499842,0.02527204424450445,0.0267283911572156,0.02019337454430179,0.01901065184040736,0.04205414276082283,0.040116637805776165,0.014654007345928827,0.011368353230532858,0.03532057281529274,0.038723383709140066,0.02234685998037917,0.050885781257474526,0.03956282475718577,0.0
0.3428769485903814,0.6563841386606616,0.36783336927611243,0.057076699522326246,0.3325924075924076,0.4470119554402962,0.5751888938390254,0.5718703211784593,0.683597084700485,0.3023116701607267,0.15442742119180375,0.47185124912502613,0.48103216684340766,0.45777684459091417,0.012924118816796037,0.01647989857767972,0.02088538536955628,0.013330163258836583,0.01675570401157667,0.025233121732161256,0.037708246253060254,0.009671867497196479,0.0028436371295992267,0.01566628291244606,0.024270516472727856,0.01543560163671788,0.04198491540828855,0.03556159698318388,0.0
0.36215655058043117,0.8667359945302537,0.3782086118898713,0.04175018409933094,0.49155511155511167,0.5523940782785037,0.6691571962576969,0.6520061579328664,0.8798148739639492,0.2558441649196366,0.16902538302318443,0.5408407565458699,0.6045304583480617,0.45617318325254164,0.015246559921048822,0.022956382014245314,0.03147237420538284,0.019337454430179108,0.018969850613106444,0.028333990611523144,0.05023785354590873,0.010576564126960331,0.012930804829846418,0.012485816278357088,0.03362142500764489,0.01900527344125705,0.04898824805064341,0.036526276556093924,0.6666666666666666
0.3312106135986733,0.9007539867762034,0.39308245273524545,0.03914916574452919,0.41637778887778887,0.535353906041874,0.7938972673376657,0.6170876599855107,0.84766334033444,0.22677777777777772,0.16483897392655178,0.610344055685642,0.6919300106044538,0.5220328461489305,0.015473337726076048,0.024189763913014636,0.03345298712799266,0.02047868124900935,0.02650447725467582,0.021658376480466115,0.03890248999820864,0.012719188548722626,0.0124388989734408,0.028557939985257207,0.013117023159995491,0.021926413647742917,0.04241225902125556,0.042226655850562365,0.16666666666666666
0.31526368159203977,0.8503087140776118,0.4153101861835957,0.0,0.3304062604062604,0.48953423257381773,0.7831320298639112,0.521447717942526,0.740241844678675,0.30796785464709997,0.1132905401868392,0.6482026172820206,0.6046329680688112,0.5700087942718556,0.010146644722651484,0.01603887855610782,0.03342136057433821,0.00828974480900301,0.01566767128355221,0.004010457083974709,0.030612448000636932,0.010215872935766538,0.010286655969469621,0.012332590672287699,0.003106239840342491,0.017625769787770782,0.03195190789788401,0.02696717896998531,1.0
0.25652669983416254,0.7495532469911538,0.40488678024584857,0.04916928868744069,0.3399059274059274,0.4522597902497105,0.5776667051954363,0.5671800289785076,0.7148200844649638,0.24234311670160727,0.11199882288193025,0.6128831674584365,0.4564003770472488,0.4515143492695277,0.008846550465817863,0.01273429956438524,0.029970112906796548,0.0029640196544618797,0.01132914078055468,0.004207640540918748,0.027348181763898013,0.008252109783711454,0.007672244490840266,0.018395355193519796,0.0006598747847359693,0.014089074166183473,0.03558113947666353,0.022626120891890117,0.5
0.21703946932006632,0.7201933747789365,0.44437998706059956,0.2573551128420605,0.33989843489843485,0.3416053671717419,0.43880041611071147,0.5324293648877082,0.6946168910569737,0.31151362683438155,0.0075012980839290755,0.5821174898822827,0.4088323318015789,0.3094625147965906,0.005766213505024568,0.010247880278419995,0.021960688193807518,0.0017752417181803775,0.019184737076891275,0.002766929153892147,0.019406460858661254,0.006722511954389633,0.005694708604635314,0.030607850120509865,0.0016738287222570931,0.00959057320850016,0.03932517978728493,0.02180395080134178,0.16666666666666666
0.24729286898839134,0.6687900637874941,0.45810006469700226,0.2614958710556472,0.32740426240426235,0.34052209228360325,0.41023825368164835,0.5031773726153103,0.6553548786743713,0.30791684136967157,0.0,0.5939496228285549,0.33331448097089666,0.3339525839639952,0.003293818347284723,0.010752780637378351,0.020462380214428033,0.004691710255190997,0.01972059319544332,0.00417265637920287,0.017903704146016202,0.005475678207053071,0.008452850761710644,0.02845855040294193,0.004184571805642734,0.006567756437912718,0.030347774783537708,0.02618885795093289,0.8333333333333333
0.20444709784411277,0.671155322016053,0.47536050607432956,0.2546320179255649,0.2770579420579421,0.33600686119402173,0.48821636859239437,0.551663245592852,0.6727653725911515,0.250654786862334,0.006096396349236227,0.5576480704384996,0.2571462236361494,0.31462040088490456,0.00345559143947027,0.00875529162602485,0.017157405357538187,0.00489776509747979,0.021211198032836828,0.00826898367829837,0.03571784001114628,0.005725787119465226,0.008201322074430188,0.03249211095190372,0.004619123493151787,0.0036356241704428973,0.022764020219093333,0.05198307425840258,0.3333333333333333
0.16917147595356555,0.6279550115209771,0.4599489612536841,0.28188265685853686,0.26066600066600065,0.2998659838093219,0.41145695981075264,0.5134683651291958,0.6429706631048133,0.22979175401816906,0.05936664822703666,0.5042648976502735,0.21666313184870983,0.27674265039269924,0.001429364992598327,0.0024004265240988574,0.005696732977007495,0.003645585671263274,0.004610538685003645,0.005676975332985611,0.011305507454071375,0.0018709927839496874,0.005714533525800277,0.012158658903235958,0.005262903770942976,0.0036273801247049316,0.018337505780300738,0.010743022516498214,0.0
