Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (¡C),Maximum Temperature (¡C),Minimum Temperature (¡C),Mean Wind Speed (km/h),Max Wind Speed (km/h),DayOfWeek
0.039886039886039885,0.1167192429022082,0.093137255,0.088785047,0.763157895,0.6153846153846159,0.6438356164383561,0.5227272727272727,0.3445065176908751,0
0,0,0,0,0.7763157894736845,0.683760684,0.6301369863013697,0.5272727272727272,0.37988826815642457,0.16666666666666666
0,0,0,0,0.7500000000000004,0.6410256410256414,0.7671232876712328,0.4363636363636364,0.2756052141527002,0.3333333333333333
0,0,0,0,0.763157895,0.6495726495726499,0.7671232876712328,0.540909091,0.3445065176908751,0.5
0,0,0,0,0.8552631578947372,0.7094017094017095,0.8356164383561642,0.5909090909090909,0.3445065176908751,0.6666666666666666
0.009496676,0.031545741324921134,0.024509804,0.023364485981308414,0.7500000000000004,0.692307692,0.397260274,0.5636363636363637,0.3445065176908751,0.8333333333333333
0,0,0,0,0.6315789473684212,0.6752136752136755,0.5616438356164384,0.32727272727272727,0.31098696461824943,1
0.000949668,0.003154574,0.00245098,0.002336449,0.7763157894736845,0.683760684,0.7260273972602738,0.6181818181818182,0.41340782122905023,0
0.001899335,0.003154574,0.00245098,0.002336449,0.6315789473684212,0.6068376068376069,0.6027397260273974,0.2590909090909091,0.31098696461824943,0.16666666666666666
0.089268756,0.22397476340694003,0.22303921568627452,0.2196261682242991,0.5263157894736845,0.5641025641025643,0.3835616438356162,0.18636363636363637,0.31098696461824943,0.3333333333333333
0.007597341,0.009463722,0.012254901960784315,0.011682242990654207,0.4210526315789478,0.3504273504273505,0.4383561643835612,0.34545454545454546,0.3445065176908751,0.5
0.001899335,0.006309148,0.004901961,0.004672897,0.5394736842105265,0.4871794871794872,0.46575342465753433,0.29545454545454547,0.13780260707635006,0.6666666666666666
0.007597341,0.015772870662460567,0.012254901960784315,0.01635514,0.5657894736842106,0.49572649572649574,0.5205479452054793,0.2681818181818182,0.2756052141527002,0.8333333333333333
0.000949668,0.003154574,0.00245098,0.002336449,0.736842105,0.6068376068376069,0.5753424657534243,0.34545454545454546,0.37988826815642457,1
0.048433048,0.063091483,0.049019608,0.060747663551401876,0.4078947368421053,0.5470085470085473,0.4383561643835612,0.31363636363636366,0.31098696461824943,0
0,0,0,0,0.5263157894736845,0.37606837606837606,0.5616438356164384,0.3181818181818182,0.2756052141527002,0.16666666666666666
0.014245014245014245,0.037854889589905356,0.031862745,0.035046729,0.5921052631578951,0.5726495726495728,0.6301369863013697,0.2818181818181818,0.17318435754189943,0.3333333333333333
0.018043684710351376,0.051586236,0.050400381,0.055453648,0.6710526315789473,0.692307692,0.5342465753424657,0.33181818181818185,0.37988826815642457,0.5
0,0,0,0,0.7500000000000004,0.6752136752136755,0.5753424657534243,0.31363636363636366,0.2067039106145251,0.6666666666666666
0.000949668,0.003154574,0.00245098,0.002336449,0.6184210526315792,0.5897435897435899,0.6575342465753424,0.34090909090909094,0.31098696461824943,0.8333333333333333
0,0,0,0,0.7105263157894739,0.6410256410256414,0.5342465753424657,0.39090909090909093,0.31098696461824943,1
0,0,0,0,0.789473684,0.683760684,0.6575342465753424,0.5590909090909091,0.3445065176908751,0
0,0,0,0,0.763157895,0.7179487179487181,0.7260273972602738,0.4636363636363636,0.3445065176908751,0.16666666666666666
0.144349478,0.3785488958990536,0.37254901960784315,0.3551401869158879,0.6447368421052633,0.5299145299145303,0.34246575342465757,0.24545454545454543,0.13780260707635006,0.3333333333333333
0.018043684710351376,0.025236593059936908,0.029411764705882356,0.042056074766355145,0.6184210526315792,0.5726495726495728,0.2739726027397258,0.2681818181818182,0.37988826815642457,0.5
0.034188034188034185,0.10410094637223974,0.080882353,0.081775701,0.6184210526315792,0.5555555555555558,0.3561643835616439,0.3545454545454545,0.3445065176908751,0.6666666666666666
0.055080722,0.17665615141955834,0.13725490196078433,0.13084112149532712,0.5394736842105265,0.6153846153846159,0.397260274,0.36818181818181817,0.7243947858472997,0.8333333333333333
0.007597341,0.022082018927444793,0.019607843137254905,0.018691589,0.6052631578947372,0.5982905982905988,0.5342465753424657,0.5318181818181819,0.7243947858472997,1
0.1054131054131054,0.17981072555205047,0.1397058823529412,0.22897196261682248,0.5526315789473686,0.5128205128205132,0.3013698630136985,0.39545454545454545,0.5176908752327747,0
0.011396011396011395,0.034700315,0.026960784313725495,0.025700935,0.6578947368421058,0.5299145299145303,0.5616438356164384,0.38181818181818183,0.3445065176908751,0.16666666666666666
0.07977208,0.17034700315457413,0.16176470588235295,0.1635514018691589,0.4078947368421053,0.4358974358974361,0.3013698630136985,0.16818181818181815,0.31098696461824943,0.3333333333333333
0.002849003,0.006309148,0.004901961,0.007009346,0.6710526315789473,0.6410256410256414,0.49315068493150704,0.34090909090909094,0.3529941676355764,0.5
0.008547009,0.028391167192429023,0.022058824,0.021028037383177572,0.6973684210526319,0.5811965811965814,0.42465753424657526,0.4272727272727273,0.31098696461824943,0.6666666666666666
0,0,0,0,0.7105263157894739,0.5384615384615388,0.5890410958904111,0.540909091,0.48230912476722526,0.8333333333333333
0,0,0,0,0.763157895,0.6495726495726499,0.7123287671232874,0.45000000000000007,0.31098696461824943,1
0,0,0,0,0.8026315789473686,0.6495726495726499,0.7534246575342465,0.5272727272727272,0.31098696461824943,0
0.022792023,0.072555205,0.058823529,0.056074766,0.6315789473684212,0.5213675213675217,0.3287671232876712,0.38181818181818183,0.5512104283054002,0.16666666666666666
0,0,0,0,0.7500000000000004,0.6581196581196584,0.6849315068493147,0.37272727272727274,0.2067039106145251,0.3333333333333333
0,0,0,0,0.8026315789473686,0.6239316239316239,0.8082191780821919,0.35,0.2420856610800744,0.5
0,0,0,0,0.8289473684210527,0.7350427350427355,0.7671232876712328,0.5,0.2756052141527002,0.6666666666666666
0,0,0,0,0.8684210526315792,0.7521367521367521,0.8082191780821919,0.4818181818181818,0.2420856610800744,0.8333333333333333
0,0,0,0,0.8552631578947372,0.7435897435897436,0.8219178082191778,0.540909091,0.31098696461824943,1
0,0,0,0,0.8684210526315792,0.7606837606837611,0.8356164383561642,0.5681818181818182,0.3445065176908751,0
0,0,0,0,0.8421052631578951,0.7350427350427355,0.8904109589041096,0.4818181818181818,0.31098696461824943,0.16666666666666666
0,0,0,0,0.6315789473684212,0.5042735042735043,0.6986301369863015,0.37727272727272726,0.31098696461824943,0.3333333333333333
0.16429249762583095,0.3501577287066246,0.3774509803921569,0.3901869158878505,0.6842105263157898,0.692307692,0.1095890410958904,0.27272727272727276,0.48230912476722526,0.5
0.065527066,0.11356466876971609,0.14950980392156865,0.147196262,0.36842105263157876,0.37606837606837606,0.23287671232876672,0.21363636363636362,0.37988826815642457,0.6666666666666666
0,0,0,0,0.6447368421052633,0.6324786324786329,0.397260274,0.2772727272727273,0.2067039106145251,0.8333333333333333
0,0,0,0,0.6447368421052633,0.5042735042735043,0.6438356164383561,0.34545454545454546,0.2420856610800744,1
0.024691358024691357,0.063091483,0.056372549019607844,0.053738317757009345,0.5657894736842106,0.6239316239316239,0.3561643835616439,0.26363636363636367,0.2756052141527002,0
0.009496676,0.015772870662460567,0.012254901960784315,0.023364485981308414,0.5263157894736845,0.5128205128205132,0.49315068493150704,0.27272727272727276,0.621973929,0.16666666666666666
0.008547009,0.022082018927444793,0.019607843137254905,0.021028037383177572,0.6447368421052633,0.6153846153846159,0.506849315,0.2409090909090909,0.2067039106145251,0.3333333333333333
0.010446343779677113,0.031545741324921134,0.024509804,0.023364485981308414,0.6578947368421058,0.666666667,0.5205479452054793,0.4636363636363636,0.41340782122905023,0.5
0,0,0,0,0.8552631578947372,0.7606837606837611,0.8219178082191778,0.6727272727272727,0.31098696461824943,0.6666666666666666
0.009496676,0.022082018927444793,0.019607843137254905,0.018691589,0.6315789473684212,0.683760684,0.49315068493150704,0.4045454545454546,0.4487895716945995,0.8333333333333333
0.11585944919278252,0.12933753943217663,0.13725490196078433,0.17757009345794394,0.3289473684210531,0.24786324786324787,0.17808219178082174,0.21363636363636362,0.621973929,1
0,0.003154574,0.00245098,0.002336449,0.6578947368421058,0.7094017094017095,0.3835616438356162,0.39090909090909093,0.3445065176908751,0
0,0,0,0,0.6315789473684212,0.666666667,0.547945205,0.37272727272727274,0.5512104283054002,0.16666666666666666
0.021842355175688506,0.069400631,0.056372549019607844,0.053738317757009345,0.5131578947368425,0.6153846153846159,0.31506849315068486,0.41818181818181815,0.6908752327746739,0.3333333333333333
0.006647673,0.022082018927444793,0.017156863,0.01635514,0.6184210526315792,0.5384615384615388,0.5342465753424657,0.36363636363636365,0.2420856610800744,0.5
0,0,0,0,0.763157895,0.700854701,0.6164383561643834,0.41818181818181815,0.3445065176908751,0.6666666666666666
0.031339031339031334,0.044164037854889586,0.041666667,0.056074766,0.5394736842105265,0.5726495726495728,0.46575342465753433,0.34545454545454546,0.3529941676355764,0.8333333333333333
0,0,0,0,0.7236842105263164,0.683760684,0.6438356164383561,0.49090909090909085,0.37988826815642457,1
0,0,0,0,0.7763157894736845,0.692307692,0.7534246575342465,0.5136363636363636,0.2756052141527002,0
0.005698006,0.018927444794952678,0.014705882352941178,0.014018691588785048,0.6842105263157898,0.6495726495726499,0.506849315,0.4363636363636364,0.48230912476722526,0.16666666666666666
0.000949668,0.003154574,0.00245098,0.002336449,0.7236842105263164,0.6324786324786329,0.7671232876712328,0.4409090909090909,0.2756052141527002,0.3333333333333333
0.00379867,0.009463722,0.007352941,0.007009346,0.5921052631578951,0.5641025641025643,0.6575342465753424,0.25,0.17318435754189943,0.5
0,0,0,0,0.5921052631578951,0.666666667,0.547945205,0.3090909090909091,0.2756052141527002,0.6666666666666666
0.15574548907882238,0.15457413249211358,0.17156862745098042,0.21495327102803738,0.3157894736842106,0.18803418803418825,0.23287671232876672,0.23636363636363633,0.2420856610800744,0.8333333333333333
0.12155745489078823,0.3533123028391167,0.30147058823529416,0.2990654205607477,0.44736842105263186,0.6239316239316239,0.15068493150684947,0.23636363636363633,0.48230912476722526,1
0,0,0,0,0.6578947368421058,0.6495726495726499,0.506849315,0.41818181818181815,0.37988826815642457,0
0,0,0,0,0.6973684210526319,0.6752136752136755,0.6849315068493147,0.4954545454545455,0.5176908752327747,0.16666666666666666
0,0,0,0,0.7105263157894739,0.692307692,0.6712328767123288,0.32727272727272727,0.31098696461824943,0.3333333333333333
0.00379867,0.006309148,0.004901961,0.004672897,0.6447368421052633,0.5641025641025643,0.49315068493150704,0.31363636363636366,0.2756052141527002,0.5
0.015194681861348529,0.012618296529968454,0.014705882352941178,0.018691589,0.5789473684210527,0.692307692,0.397260274,0.32727272727272727,0.2756052141527002,0.6666666666666666
0.035137702,0.047318612,0.039215686,0.049065421,0.4210526315789478,0.5555555555555558,0.3287671232876712,0.23636363636363633,0.4487895716945995,0.8333333333333333
0.080721747,0.066246057,0.080882353,0.12149532710280375,0.25,0.2991452991452994,0.13698630136986267,0.29545454545454547,0.7932960893854748,1
0.054131054,0.088328076,0.11764705882352942,0.12149532710280375,0.3289473684210531,0.4273504273504276,0.31506849315068486,0.32727272727272727,0.5512104283054002,0
0,0,0,0,0.6052631578947372,0.6153846153846159,0.42465753424657526,0.3090909090909091,0.2756052141527002,0.16666666666666666
0.045584046,0.075709779,0.088235294,0.10514018691588786,0.47368421052631593,0.5128205128205132,0.027397260273972268,0.4045454545454546,0.5865921787709496,0.3333333333333333
0,0,0,0,0.6447368421052633,0.7777777777777781,0.5342465753424657,0.39999999999999997,0.5512104283054002,0.5
0,0,0,0,0.7763157894736845,0.7179487179487181,0.6575342465753424,0.5045454545454545,0.3445065176908751,0.6666666666666666
0,0,0,0,0.7236842105263164,0.7094017094017095,0.4109589041095889,0.36818181818181817,0.3445065176908751,0.8333333333333333
0.012345679012345678,0.041009464,0.031862745,0.030373831775700938,0.736842105,0.6153846153846159,0.4383561643835612,0.4045454545454546,0.2420856610800744,1
0.021842355175688506,0.034700315,0.031862745,0.037383178,0.4210526315789478,0.4188034188034191,0.47945205479452024,0.25,0.2420856610800744,0
0,0.003154574,0.00245098,0.002336449,0.5921052631578951,0.6495726495726499,0.47945205479452024,0.29545454545454547,0.2420856610800744,0.16666666666666666
0,0,0,0,0.7236842105263164,0.7521367521367521,0.547945205,0.34545454545454546,0.5176908752327747,0.3333333333333333
0.000949668,0.003154574,0.00245098,0.002336449,0.6973684210526319,0.6324786324786329,0.47945205479452024,0.33636363636363636,0.31098696461824943,0.5
0.00379867,0.009463722,0.007352941,0.007009346,0.6973684210526319,0.7435897435897436,0.3013698630136985,0.34090909090909094,0.759776536,0.6666666666666666
0.11965811965811965,0.14195583596214512,0.12745098039215688,0.1518691588785047,0.4078947368421053,0.40170940170940206,0.2602739726027399,0.3090909090909091,0.2756052141527002,0.8333333333333333
0.019943019943019943,0.022082018927444793,0.029411764705882356,0.044392523364485986,0.47368421052631593,0.44444444444444464,0.2602739726027399,0.2818181818181818,0.17318435754189943,1
0,0,0,0,0.6842105263157898,0.6495726495726499,0.7123287671232874,0.32727272727272727,0.41340782122905023,0
0.012345679012345678,0.028391167192429023,0.024509804,0.023364485981308414,0.5394736842105265,0.44444444444444464,0.36986301369862984,0.37272727272727274,0.5512104283054002,0.16666666666666666
0,0,0,0,0.6578947368421058,0.726495726,0.49315068493150704,0.39090909090909093,0.41340782122905023,0.3333333333333333
0.002849003,0.009463722,0.007352941,0.007009346,0.5263157894736845,0.5811965811965814,0.5890410958904111,0.23636363636363633,0.2420856610800744,0.5
0,0,0,0,0.6184210526315792,0.6495726495726499,0.452054795,0.2818181818181818,0.31098696461824943,0.6666666666666666
0.019943019943019943,0.037854889589905356,0.031862745,0.046728972,0.6184210526315792,0.6752136752136755,0.397260274,0.45000000000000007,0.3445065176908751,0.8333333333333333
0,0,0,0,0.7236842105263164,0.5811965811965814,0.7534246575342465,0.22272727272727272,0.13780260707635006,1
0,0,0,0,0.7763157894736845,0.700854701,0.6712328767123288,0.2545454545454545,0.17318435754189943,0
0,0,0,0,0.7236842105263164,0.666666667,0.6849315068493147,0.34090909090909094,0.2420856610800744,0.16666666666666666
0.018043684710351376,0.037854889589905356,0.039215686,0.044392523364485986,0.736842105,0.7521367521367521,0.452054795,0.32272727272727275,0.31098696461824943,0.3333333333333333
0.019943019943019943,0.028391167192429023,0.031862745,0.039719626168224303,0.6315789473684212,0.7777777777777781,0.5205479452054793,0.36363636363636365,0.37988826815642457,0.5
0,0,0,0,0.6315789473684212,0.4786324786324787,0.6575342465753424,0.2818181818181818,0.17318435754189943,0.6666666666666666
0.090218424,0.25552050473186116,0.22058823529411767,0.2196261682242991,0.5789473684210527,0.4273504273504276,0.20547945205479445,0.23636363636363633,0.5176908752327747,0.8333333333333333
0,0,0,0,0.6184210526315792,0.5897435897435899,0.506849315,0.36818181818181817,0.3445065176908751,1
0,0,0,0,0.7105263157894739,0.5726495726495728,0.7397260273972606,0.5681818181818182,0.41340782122905023,0
0,0,0,0,0.7763157894736845,0.6410256410256414,0.6986301369863015,0.26363636363636367,0.2420856610800744,0.16666666666666666
0.012345679012345678,0.041009464,0.031862745,0.030373831775700938,0.763157895,0.6153846153846159,0.506849315,0.32727272727272727,0.37988826815642457,0.3333333333333333
0.009496676,0.015772870662460567,0.014705882352941178,0.023364485981308414,0.6973684210526319,0.692307692,0.452054795,0.36363636363636365,0.31098696461824943,0.5
0.002849003,0.006309148,0.004901961,0.004672897,0.7763157894736845,0.7350427350427355,0.452054795,0.36363636363636365,0.37988826815642457,0.6666666666666666
0,0,0,0,0.8684210526315792,0.8119658119658122,0.7945205479452055,0.4090909090909091,0.3445065176908751,0.8333333333333333
0.005698006,0.009463722,0.007352941,0.014018691588785048,0.6710526315789473,0.5555555555555558,0.397260274,0.41363636363636364,0.5176908752327747,1
0,0,0,0,0.7500000000000004,0.6581196581196584,0.6712328767123288,0.3090909090909091,0.2067039106145251,0
0,0,0,0,0.6315789473684212,0.5213675213675217,0.5890410958904111,0.2772727272727273,0.2067039106145251,0.16666666666666666
0.020892687559354226,0.037854889589905356,0.029411764705882356,0.028037383177570097,0.7105263157894739,0.8034188034188037,0.46575342465753433,0.29545454545454547,0.2067039106145251,0.3333333333333333
0.014245014245014245,0.015772870662460567,0.022058824,0.030373831775700938,0.6052631578947372,0.6410256410256414,0.42465753424657526,0.39545454545454545,0.41340782122905023,0.5
0,0,0,0,0.736842105,0.6324786324786329,0.7397260273972606,0.2318181818181818,0.068901304,0.6666666666666666
0.001899335,0.006309148,0.004901961,0.004672897,0.6184210526315792,0.4700854700854702,0.6438356164383561,0.23636363636363633,0.068901304,0.8333333333333333
0.066476733,0.16088328075709776,0.14215686274509806,0.14953271028037385,0.6973684210526319,0.8205128205128212,0.068493151,0.2590909090909091,0.5512104283054002,1
0.005698006,0.009463722,0.007352941,0.009345794,0.5263157894736845,0.41025641025641013,0.397260274,0.18181818181818182,0.2756052141527002,0
0,0,0,0,0.8552631578947372,0.8547008547008552,0.6438356164383561,0.2272727272727273,0.31098696461824943,0.16666666666666666
0.037986705,0.12302839116719241,0.095588235,0.091121495,0.6052631578947372,0.4188034188034191,0.49315068493150704,0.19999999999999998,0.10428305400372434,0.3333333333333333
0,0,0,0,0.6842105263157898,0.7094017094017095,0.6301369863013697,0.37272727272727274,0.31098696461824943,0.5
0,0,0,0,0.7105263157894739,0.7094017094017095,0.506849315,0.3590909090909091,0.31098696461824943,0.6666666666666666
0.045584046,0.14195583596214512,0.11519607843137257,0.10981308411214954,0.6052631578947372,0.7777777777777781,0.3835616438356162,0.3045454545454545,0.37988826815642457,0.8333333333333333
0,0,0,0,0.6315789473684212,0.7948717948717952,0.46575342465753433,0.3,0.2067039106145251,1
0.2288698955365622,0.3974763406940063,0.41176470588235303,0.4789719626168225,0.47368421052631593,0.7350427350427355,0.31506849315068486,0.27272727272727276,0.37988826815642457,0
0,0,0,0.002336449,0.5921052631578951,0.5384615384615388,0.49315068493150704,0.2272727272727273,0.10428305400372434,0.16666666666666666
0.30484330484330485,0.5962145110410094,0.5686274509803922,0.64953271,0.30263157894736814,0.24786324786324787,0.2191780821917808,0.20454545454545456,0.48230912476722526,0.3333333333333333
0,0,0,0,0.6447368421052633,0.726495726,0.4109589041095889,0.32727272727272727,0.17318435754189943,0.5
0,0,0,0,0.736842105,0.666666667,0.6301369863013697,0.3045454545454545,0.17318435754189943,0.6666666666666666
0.024691358024691357,0.031545741324921134,0.034313725,0.044392523364485986,0.38157894736842124,0.4273504273504276,0.3561643835616439,0.25,0.4487895716945995,0.8333333333333333
0.000949668,0.003154574,0.00245098,0.002336449,0.47368421052631593,0.5042735042735043,0.36986301369862984,0.2090909090909091,0.2420856610800744,1
0.018043684710351376,0.059936909,0.046568627,0.044392523364485986,0.47368421052631593,0.49572649572649574,0.506849315,0.26363636363636367,0.2420856610800744,0
0.051282051,0.09148265,0.083333333,0.081775701,0.4605263157894739,0.4700854700854702,0.36986301369862984,0.1409090909090909,0.068901304,0.16666666666666666
0,0,0,0,0.6842105263157898,0.6581196581196584,0.4383561643835612,0.3863636363636364,0.31098696461824943,0.3333333333333333
0,0,0,0,0.8157894736842111,0.7863247863247862,0.7671232876712328,0.5818181818181818,0.31098696461824943,0.5
0,0,0,0,0.789473684,0.7692307692307696,0.6438356164383561,0.41818181818181815,0.2756052141527002,0.6666666666666666
0.021842355175688506,0.044164037854889586,0.044117647,0.046728972,0.6447368421052633,0.6581196581196584,0.5616438356164384,0.31363636363636366,0.2420856610800744,0.8333333333333333
0.091168091,0.10094637223974763,0.090686275,0.11214953271028039,0.5657894736842106,0.666666667,0.42465753424657526,0.4363636363636364,0.4487895716945995,1
0.040835708,0.056782334384858045,0.056372549019607844,0.077102804,0.5921052631578951,0.6410256410256414,0.452054795,0.4045454545454546,0.4487895716945995,0
0.00379867,0.012618296529968454,0.009803922,0.009345794,0.5526315789473686,0.7179487179487181,0.5342465753424657,0.32272727272727275,0.2756052141527002,0.16666666666666666
0,0,0,0,0.7105263157894739,0.7948717948717952,0.4383561643835612,0.24545454545454543,0.13780260707635006,0.3333333333333333
0.00379867,0.006309148,0.004901961,0.004672897,0.5526315789473686,0.5384615384615388,0.5205479452054793,0.2318181818181818,0.17318435754189943,0.5
0.000949668,0.003154574,0.00245098,0.002336449,0.6315789473684212,0.7863247863247862,0.547945205,0.22272727272727272,0.2067039106145251,0.6666666666666666
0.036087369,0.022082018927444793,0.026960784313725495,0.046728972,0.47368421052631593,0.683760684,0.3835616438356162,0.3045454545454545,0.2756052141527002,0.8333333333333333
0.082621083,0.17981072555205047,0.18382352941176472,0.19158878504672897,0.4078947368421053,0.6324786324786329,0.28767123287671215,0.24545454545454543,0.37988826815642457,1
0.035137702,0.031545741324921134,0.041666667,0.046728972,0.3947368421052633,0.4871794871794872,0.3287671232876712,0.26363636363636367,0.2756052141527002,0
0.000949668,0.003154574,0.00245098,0.002336449,0.3947368421052633,0.341880342,0.42465753424657526,0.19545454545454546,0.03538175,0.16666666666666666
0,0,0,0,0.4605263157894739,0.45299145299145316,0.46575342465753433,0.3045454545454545,0.10428305400372434,0.3333333333333333
0.025641026,0.028391167192429023,0.036764706,0.042056074766355145,0.4078947368421053,0.31623931623931645,0.47945205479452024,0.18636363636363637,0.03538175,0.5
0,0,0,0.002336449,0.5394736842105265,0.5299145299145303,0.47945205479452024,0.31363636363636366,0.13780260707635006,0.6666666666666666
0.019943019943019943,0.031545741324921134,0.041666667,0.046728972,0.44736842105263186,0.4358974358974361,0.2739726027397258,0.2272727272727273,0.2756052141527002,0.8333333333333333
0,0,0,0,0.5921052631578951,0.5897435897435899,0.506849315,0.32272727272727275,0.17318435754189943,1
0.056030389,0.18296529968454256,0.14460784313725492,0.13785046728971964,0.5394736842105265,0.6581196581196584,0.397260274,0.2863636363636364,0.17318435754189943,0
0.000949668,0.003154574,0.00245098,0.002336449,0.7236842105263164,0.8034188034188037,0.49315068493150704,0.2090909090909091,0.10428305400372434,0.16666666666666666
0.021842355175688506,0.069400631,0.056372549019607844,0.053738317757009345,0.5921052631578951,0.6410256410256414,0.3561643835616439,0.19999999999999998,0.3529941676355764,0.3333333333333333
0.08357075,0.19873817034700314,0.15686274509803924,0.1799065420560748,0.47368421052631593,0.7521367521367521,0.36986301369862984,0.4954545454545455,0.41340782122905023,0.5
0.001899335,0.006309148,0.004901961,0.004672897,0.4605263157894739,0.5897435897435899,0.36986301369862984,0.6363636363636364,0.2756052141527002,0.6666666666666666
0,0,0,0,0.48684210526315796,0.6068376068376069,0.506849315,0.8363636363636364,0.3529941676355764,0.8333333333333333
0,0,0,0,0.6447368421052633,0.6752136752136755,0.5205479452054793,0.9545454545454545,0.3445065176908751,1
0.046533713,0.14826498422712933,0.11519607843137257,0.11448598130841124,0.6184210526315792,0.7179487179487181,0.34246575342465757,0.8045454545454547,0.31098696461824943,0
0,0,0,0,0.6447368421052633,0.726495726,0.5342465753424657,0.75,0.3529941676355764,0.16666666666666666
0.27635327635327633,0.7287066246056783,0.6470588235294118,0.6378504672897197,0.5394736842105265,0.6752136752136755,0.28767123287671215,0.6681818181818182,0.5176908752327747,0.3333333333333333
0.2003798670465337,0.5583596214511041,0.4779411764705883,0.47196261682242996,0.4210526315789478,0.7435897435897436,0.24657534246575352,0.34545454545454546,0.3445065176908751,0.5
0,0.003154574,0.00245098,0.002336449,0.6184210526315792,0.7350427350427355,0.2602739726027399,0.25,0.31098696461824943,0.6666666666666666
0.14245014245014245,0.2113564668769716,0.21078431372549022,0.2990654205607477,0.4078947368421053,0.6239316239316239,0.17808219178082174,0.3045454545454545,0.37988826815642457,0.8333333333333333
0.008547009,0.009463722,0.009803922,0.009345794,0.5131578947368425,0.6495726495726499,0.2739726027397258,0.2818181818181818,0.2756052141527002,1
0.097815764,0.13249211356466878,0.16421568627450983,0.1799065420560748,0.4342105263157894,0.666666667,0.23287671232876672,0.23636363636363633,0.2420856610800744,0
0,0,0,0,0.5394736842105265,0.666666667,0.3835616438356162,0.29545454545454547,0.31098696461824943,0.16666666666666666
0.057929725,0.097791798,0.090686275,0.086448598,0.36842105263157876,0.4615384615384617,0.34246575342465757,0.19999999999999998,0.31098696461824943,0.3333333333333333
0,0,0,0,0.47368421052631593,0.5982905982905988,0.4109589041095889,0.27272727272727276,0.2067039106145251,0.5
0.092117759,0.18296529968454256,0.16911764705882357,0.1635514018691589,0.3157894736842106,0.24786324786324787,0.17808219178082174,0.22272727272727272,0.31098696461824943,0.6666666666666666
0.002849003,0.009463722,0.007352941,0.007009346,0.4605263157894739,0.5213675213675217,0.3835616438356162,0.29545454545454547,0.17318435754189943,0.8333333333333333
0.007597341,0.022082018927444793,0.019607843137254905,0.018691589,0.5,0.6239316239316239,0.42465753424657526,0.36363636363636365,0.31098696461824943,1
0,0,0,0,0.5526315789473686,0.5982905982905988,0.47945205479452024,0.2681818181818182,0.31098696461824943,0
0,0,0,0,0.6447368421052633,0.7094017094017095,0.46575342465753433,0.35,0.2420856610800744,0.16666666666666666
0.026590693,0.044164037854889586,0.044117647,0.042056074766355145,0.5921052631578951,0.7350427350427355,0.506849315,0.2909090909090909,0.2756052141527002,0.3333333333333333
0.036087369,0.072555205,0.090686275,0.088785047,0.48684210526315796,0.4615384615384617,0.3561643835616439,0.1909090909090909,0.10428305400372434,0.5
0.067426401,0.21766561514195584,0.17156862745098042,0.16588785046728974,0.6447368421052633,0.7179487179487181,0.46575342465753433,0.39090909090909093,0.2756052141527002,0.6666666666666666
0.005698006,0.015772870662460567,0.014705882352941178,0.014018691588785048,0.5789473684210527,0.6324786324786329,0.3013698630136985,0.4545454545454546,0.31098696461824943,0.8333333333333333
0.010446343779677113,0.031545741324921134,0.026960784313725495,0.025700935,0.5394736842105265,0.6581196581196584,0.3287671232876712,0.4090909090909091,0.2420856610800744,1
0,0,0,0,0.6578947368421058,0.6495726495726499,0.5890410958904111,0.55,0.37988826815642457,0
0.015194681861348529,0.041009464,0.031862745,0.030373831775700938,0.4605263157894739,0.5299145299145303,0.4383561643835612,0.2545454545454545,0.2067039106145251,0.16666666666666666
0,0,0,0,0.6184210526315792,0.6581196581196584,0.46575342465753433,0.4409090909090909,0.3445065176908751,0.3333333333333333
0,0,0,0,0.6052631578947372,0.6495726495726499,0.49315068493150704,0.41818181818181815,0.37988826815642457,0.5
0.6381766381766382,0.334384858,0.36274509803921573,0.530373832,0.18421052631578938,0.1623931623931627,0.027397260273972268,0.41818181818181815,0.5512104283054002,0.6666666666666666
0.9999999999999999,0.3722397476340694,0.4926470588235295,0.7196261682242991,0,0,0,0.34090909090909094,0.41340782122905023,0.8333333333333333
0.026590693,0.015772870662460567,0.024509804,0.030373831775700938,0.11842105263157876,0.076923077,0,0.18636363636363637,0,1
0,0,0,0,0.27631578947368407,0.3333333333333335,0.16438356164383539,0.21363636363636362,0.068901304,0
0.019943019943019943,0.066246057,0.051470588,0.049065421,0.4210526315789478,0.6410256410256414,0.28767123287671215,0.38181818181818183,0.2756052141527002,0.16666666666666666
0.00379867,0.009463722,0.007352941,0.007009346,0.4605263157894739,0.49572649572649574,0.42465753424657526,0.31363636363636366,0.2756052141527002,0.3333333333333333
0.034188034188034185,0.041009464,0.044117647,0.051401869,0.1578947368421053,0.10256410256410264,0.2739726027397258,0.24545454545454543,0.068901304,0.5
0.19278252611585944,0.30914826498422715,0.26470588235294124,0.2640186915887851,0.28947368421052655,0.37606837606837606,0.23287671232876672,0.37272727272727274,0.41340782122905023,0.6666666666666666
0.11301044634377967,0.15457413249211358,0.14460784313725492,0.15420560747663553,0.3289473684210531,0.3931623931623931,0.3013698630136985,0.34090909090909094,0.41340782122905023,0.8333333333333333
