Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (¡C),Maximum Temperature (¡C),Minimum Temperature (¡C),Mean Wind Speed (km/h),Max Wind Speed (km/h),DayOfWeek
0,0,0,0,0.763157895,0.7948717948717952,0.6027397260273974,0.4727272727272728,0.3482309124767225,0.3333333333333333
0,0,0,0,0.763157895,0.7948717948717952,0.5753424657534243,0.5045454545454545,0.3407821229050279,0.5
0,0,0,0,0.7500000000000004,0.8205128205128212,0.506849315,0.4727272727272728,0.3351955307262569,0.6666666666666666
0,0,0,0,0.736842105,0.8119658119658122,0.42465753424657526,0.5227272727272727,0.3538175046554934,0.8333333333333333
0,0,0,0,0.7500000000000004,0.7948717948717952,0.5342465753424657,0.5045454545454545,0.29422718808193665,1
0,0,0,0,0.736842105,0.8119658119658122,0.42465753424657526,0.4227272727272727,0.3277467411545623,0
0,0,0,0,0.763157895,0.8376068376068377,0.506849315,0.49090909090909085,0.3351955307262569,0.16666666666666666
0,0,0,0,0.8157894736842111,0.8205128205128212,0.6438356164383561,0.5545454545454546,0.30726256983240224,0.3333333333333333
0.041785375,0.13564668769716087,0.10784313725490198,0.10280373831775703,0.6447368421052633,0.8717948717948718,0.19178082191780854,0.4409090909090909,0.3147113594040967,0.5
0,0,0,0,0.736842105,0.8547008547008552,0.5342465753424657,0.34090909090909094,0.28677839851024206,0.6666666666666666
0,0,0,0,0.8157894736842111,0.8888888888888893,0.6575342465753424,0.39090909090909093,0.3202979515828677,0.8333333333333333
0,0,0,0,0.7763157894736845,0.8034188034188037,0.7123287671232874,0.3590909090909091,0.30726256983240224,1
0.031339031339031334,0.047318612,0.06127451,0.077102804,0.7236842105263164,0.7948717948717952,0.6164383561643834,0.4090909090909091,0.3277467411545623,0
0.00379867,0.012618296529968454,0.009803922,0.009345794,0.8552631578947372,0.8547008547008552,0.6986301369863015,0.5863636363636364,0.3277467411545623,0.16666666666666666
0,0,0,0,0.9078947368421058,0.8888888888888893,0.7534246575342465,0.5863636363636364,0.3407821229050279,0.3333333333333333
0.13770180436847104,0.4069400630914826,0.3529411764705883,0.33878504672897203,0.6315789473684212,0.8205128205128212,0.16438356164383539,0.37272727272727274,0.37430167597765357,0.5
0,0,0,0,0.7500000000000004,0.7179487179487181,0.506849315,0.4090909090909091,0.2532588454376163,0.6666666666666666
0,0,0,0,0.5921052631578951,0.6239316239316239,0.42465753424657526,0.2272727272727273,0.1396648044692737,0.8333333333333333
0,0,0,0,0.6973684210526319,0.5897435897435899,0.6575342465753424,0.2590909090909091,0.15270018621973924,1
0.12345679012345678,0.138801262,0.17401960784313728,0.24532710280373834,0.5394736842105265,0.6410256410256414,0.31506849315068486,0.2090909090909091,0.3147113594040967,0
0,0,0,0,0.6578947368421058,0.692307692,0.5205479452054793,0.2772727272727273,0.20111731843575414,0.16666666666666666
0.14719848053181386,0.1892744479495268,0.27696078431372556,0.32009345794392524,0.47368421052631593,0.5897435897435899,0.13698630136986267,0.24545454545454543,0.30167597765363124,0.3333333333333333
0,0,0,0,0.7105263157894739,0.8205128205128212,0.452054795,0.4090909090909091,0.40782122905027934,0.5
0,0,0,0,0.763157895,0.7863247863247862,0.6027397260273974,0.4227272727272727,0.28677839851024206,0.6666666666666666
0,0,0,0,0.7236842105263164,0.7521367521367521,0.506849315,0.4090909090909091,0.3538175046554934,0.8333333333333333
0,0,0,0,0.7500000000000004,0.7521367521367521,0.49315068493150704,0.4227272727272727,0.28119180633147106,1
0,0,0,0,0.7763157894736845,0.7435897435897436,0.5890410958904111,0.4545454545454546,0.27374301675977647,0
0,0,0,0,0.8157894736842111,0.7948717948717952,0.6986301369863015,0.39090909090909093,0.27374301675977647,0.16666666666666666
0.028490028,0.088328076,0.073529412,0.070093458,0.6710526315789473,0.726495726,0.49315068493150704,0.24545454545454543,0.2476722532588454,0.3333333333333333
0.14814814814814814,0.46372239747634064,0.37500000000000006,0.35747663551401876,0.5657894736842106,0.6410256410256414,0.2602739726027399,0.2090909090909091,0.27374301675977647,0.5
0,0,0,0,0.7105263157894739,0.6752136752136755,0.5342465753424657,0.24545454545454543,0.1471135940409683,0.6666666666666666
0,0,0,0,0.8026315789473686,0.726495726,0.6438356164383561,0.37272727272727274,0.3277467411545623,0.8333333333333333
0,0,0,0,0.7500000000000004,0.6752136752136755,0.6712328767123288,0.4409090909090909,0.48230912476722526,1
0.000949668,0.003154574,0.00245098,0.002336449,0.789473684,0.7948717948717952,0.6164383561643834,0.39090909090909093,0.40782122905027934,0
0,0,0,0,0.8947368421052633,0.7863247863247862,0.7397260273972606,0.49090909090909085,0.3351955307262569,0.16666666666666666
0,0,0,0,0.9210526315789478,0.8290598290598292,0.8356164383561642,0.4090909090909091,0.28677839851024206,0.3333333333333333
0,0,0,0,0.9078947368421058,0.8376068376068377,0.7671232876712328,0.4227272727272727,0.28119180633147106,0.5
0,0,0,0,0.7763157894736845,0.8888888888888893,0.5890410958904111,0.32727272727272727,0.4283054003724393,0.6666666666666666
0.100664767,0.25236593059936907,0.232843137,0.22429906542056077,0.6052631578947372,0.5641025641025643,0.452054795,0.2090909090909091,0.41527001862197394,0.8333333333333333
0,0,0,0,0.8684210526315792,0.8205128205128212,0.7123287671232874,0.4409090909090909,0.3612662942271881,1
0,0,0,0,0.8026315789473686,0.7521367521367521,0.7945205479452055,0.3090909090909091,0.260707635,0
0,0,0,0,0.736842105,0.7777777777777781,0.6712328767123288,0.2590909090909091,0.2402234636871508,0.16666666666666666
0,0,0,0,0.763157895,0.6495726495726499,0.7123287671232874,0.19545454545454546,0.11918063314711352,0.3333333333333333
0,0,0,0,0.8026315789473686,0.7777777777777781,0.7808219178082187,0.2272727272727273,0.20111731843575414,0.5
0.24881291547958212,0.305993691,0.3921568627450981,0.5257009345794393,0.4210526315789478,0.49572649572649574,0.31506849315068486,0.19545454545454546,0.2532588454376163,0.6666666666666666
0.029439696106362774,0.028391167192429023,0.036764706,0.044392523364485986,0.5921052631578951,0.5641025641025643,0.47945205479452024,0.2272727272727273,0.18063314711359402,0.8333333333333333
0.002849003,0.009463722,0.007352941,0.007009346,0.789473684,0.8888888888888893,0.452054795,0.32727272727272727,0.47486033519553056,1
0,0,0,0,0.8421052631578951,0.8376068376068377,0.6575342465753424,0.4545454545454546,0.3351955307262569,0
0,0,0,0,0.6710526315789473,0.726495726,0.6164383561643834,0.2590909090909091,0.37430167597765357,0.16666666666666666
0,0,0,0,0.8289473684210527,0.726495726,0.6712328767123288,0.2090909090909091,0.08566108,0.3333333333333333
0.018043684710351376,0.059936909,0.046568627,0.044392523364485986,0.763157895,0.7521367521367521,0.5342465753424657,0.2272727272727273,0.20111731843575414,0.5
0,0,0,0,0.8289473684210527,0.8717948717948718,0.7534246575342465,0.2909090909090909,0.22718808193668522,0.6666666666666666
0.000949668,0.003154574,0.00245098,0.002336449,0.8026315789473686,0.7606837606837611,0.7671232876712328,0.24545454545454543,0.3612662942271881,0.8333333333333333
0.015194681861348529,0.050473186119873815,0.039215686,0.037383178,0.7763157894736845,0.7435897435897436,0.6027397260273974,0.34090909090909094,0.37430167597765357,1
0,0,0,0,1,0.8974358974358978,0.8356164383561642,0.4090909090909091,0.38733705772811916,0
0,0,0,0,0.9473684210526319,0.8461538461538467,0.8630136986301369,0.2909090909090909,0.21973929236499068,0.16666666666666666
0.073124406,0.1167192429022082,0.090686275,0.11448598130841124,0.5657894736842106,0.5726495726495728,0.16438356164383539,0.24545454545454543,0.7039106145251395,0.3333333333333333
0,0,0,0,0.9078947368421058,0.8547008547008552,0.6849315068493147,0.24545454545454543,0.21415270018621968,0.5
0.026590693,0.063091483,0.049019608,0.046728972,0.8421052631578951,0.9059829059829068,0.3561643835616439,0.2772727272727273,0.541899441,0.6666666666666666
0.052231718898385564,0.17034700315457413,0.13480392156862747,0.12850467289719628,0.736842105,0.6495726495726499,0.4109589041095889,0.2090909090909091,0.21973929236499068,0.8333333333333333
0,0,0,0,0.8552631578947372,0.7692307692307696,0.7123287671232874,0.17727272727272728,0.1471135940409683,1
0,0,0,0,0.8289473684210527,0.7179487179487181,0.7534246575342465,0.2772727272727273,0.48789571694599615,0
0.000949668,0.003154574,0.00245098,0.002336449,0.8421052631578951,0.7692307692307696,0.6849315068493147,0.39090909090909093,0.4283054003724393,0.16666666666666666
0.00379867,0.012618296529968454,0.009803922,0.009345794,0.8421052631578951,0.7606837606837611,0.6849315068493147,0.37272727272727274,0.3277467411545623,0.3333333333333333
0,0,0,0,0.8026315789473686,0.700854701,0.7123287671232874,0.2272727272727273,0.21973929236499068,0.5
0.081671415,0.009463722,0.012254901960784315,0.01635514,0.6842105263157898,0.6239316239316239,0.15068493150684947,0.2590909090909091,0.21415270018621968,0.6666666666666666
0,0,0,0,0.789473684,0.6324786324786329,0.7123287671232874,0.34090909090909094,0.2402234636871508,0.8333333333333333
0.000949668,0.003154574,0.00245098,0.002336449,0.6710526315789473,0.5811965811965814,0.5616438356164384,0.2590909090909091,0.4543761638733706,1
0,0,0,0,0.7763157894736845,0.6495726495726499,0.6849315068493147,0.3590909090909091,0.37430167597765357,0
0.028490028,0.094637224,0.073529412,0.070093458,0.6973684210526319,0.7350427350427355,0.6027397260273974,0.2772727272727273,0.260707635,0.16666666666666666
0,0,0,0,0.6973684210526319,0.6324786324786329,0.6438356164383561,0.24545454545454543,0.38733705772811916,0.3333333333333333
0,0,0,0,0.8552631578947372,0.7606837606837611,0.7123287671232874,0.39090909090909093,0.3538175046554934,0.5
0,0,0,0,0.9210526315789478,0.8034188034188037,0.8767123287671232,0.4227272727272727,0.3482309124767225,0.6666666666666666
0,0,0,0,0.8421052631578951,0.683760684,0.8356164383561642,0.4090909090909091,0.3351955307262569,0.8333333333333333
0,0,0,0,0.8947368421052633,0.7777777777777781,0.7808219178082187,0.4409090909090909,0.3407821229050279,1
0,0,0,0,0.8684210526315792,0.7606837606837611,0.8219178082191778,0.5863636363636364,0.48789571694599615,0
0,0,0,0,0.9210526315789478,0.7521367521367521,0.9178082191780819,0.6863636363636364,0.541899441,0.16666666666666666
0,0,0,0,0.8947368421052633,0.726495726,0.7945205479452055,0.4227272727272727,0.2532588454376163,0.3333333333333333
0.023741690408357073,0.028391167192429023,0.041666667,0.046728972,0.6710526315789473,0.666666667,0.47945205479452024,0.2772727272727273,0.27374301675977647,0.5
0.001899335,0.006309148,0.004901961,0.004672897,0.7763157894736845,0.7350427350427355,0.6575342465753424,0.34090909090909094,0.38175046554934816,0.6666666666666666
0,0,0,0,0.6842105263157898,0.700854701,0.6849315068493147,0.2909090909090909,0.3147113594040967,0.8333333333333333
0.064577398,0.1640378548895899,0.14950980392156865,0.1518691588785047,0.7236842105263164,0.7435897435897436,0.5616438356164384,0.2772727272727273,0.21415270018621968,1
0.1785375118708452,0.2397476340694006,0.22794117647058829,0.33411214953271035,0.5,0.6239316239316239,0.34246575342465757,0.2590909090909091,0.2402234636871508,0
0,0,0,0,0.6842105263157898,0.5982905982905988,0.5205479452054793,0.37272727272727274,0.2346368715083798,0.16666666666666666
0,0,0,0,0.8289473684210527,0.726495726,0.8356164383561642,0.37272727272727274,0.27374301675977647,0.3333333333333333
0.018993352,0.015772870662460567,0.019607843137254905,0.030373831775700938,0.5263157894736845,0.4188034188034191,0.47945205479452024,0.2909090909090909,0.3202979515828677,0.5
0.050332384,0.094637224,0.10049019607843138,0.10514018691588786,0.3947368421052633,0.2905982905982909,0.36986301369862984,0.2772727272727273,0.30726256983240224,0.6666666666666666
0.002849003,0.003154574,0.004901961,0.004672897,0.5657894736842106,0.4871794871794872,0.5342465753424657,0.2909090909090909,0.15270018621973924,0.8333333333333333
0.000949668,0.006309148,0.004901961,0.004672897,0.763157895,0.6752136752136755,0.7123287671232874,0.39090909090909093,0.4283054003724393,1
0,0,0,0,0.9078947368421058,0.7606837606837611,0.8493150684931505,0.5363636363636364,0.3351955307262569,0
0,0,0,0,0.8947368421052633,0.7521367521367521,0.7123287671232874,0.5227272727272727,0.3612662942271881,0.16666666666666666
0.086419753,0.1640378548895899,0.16176470588235295,0.17056074766355142,0.5394736842105265,0.4786324786324787,0.2602739726027399,0.34090909090909094,0.29422718808193665,0.3333333333333333
0.013295347,0.012618296529968454,0.017156863,0.023364485981308414,0.736842105,0.5555555555555558,0.7260273972602738,0.4727272727272728,0.40782122905027934,0.5
0.023741690408357073,0.063091483,0.053921569,0.051401869,0.763157895,0.683760684,0.6986301369863015,0.34090909090909094,0.21415270018621968,0.6666666666666666
0,0,0,0,0.736842105,0.6581196581196584,0.6986301369863015,0.2909090909090909,0.2476722532588454,0.8333333333333333
0,0,0,0,0.8157894736842111,0.692307692,0.7671232876712328,0.37272727272727274,0.3612662942271881,1
0,0,0,0,0.8026315789473686,0.6239316239316239,0.8219178082191778,0.4409090909090909,0.28119180633147106,0
0.046533713,0.072555205,0.06127451,0.063084112,0.5263157894736845,0.384615385,0.452054795,0.2772727272727273,0.21973929236499068,0.16666666666666666
0.006647673,0.018927444794952678,0.014705882352941178,0.014018691588785048,0.6315789473684212,0.4615384615384617,0.6164383561643834,0.2590909090909091,0.17318435754189943,0.3333333333333333
0.020892687559354226,0.041009464,0.044117647,0.046728972,0.7236842105263164,0.7094017094017095,0.47945205479452024,0.4090909090909091,0.5083798882681563,0.5
0.1329534662867996,0.334384858,0.3357843137254902,0.3271028037383178,0.6184210526315792,0.6495726495726499,0.4109589041095889,0.2909090909090909,0.28677839851024206,0.6666666666666666
0.088319088,0.138801262,0.20098039215686275,0.20327102803738317,0.48684210526315796,0.5128205128205132,0.2191780821917808,0.2772727272727273,0.7970204841713222,0.8333333333333333
0,0,0,0,0.7236842105263164,0.666666667,0.5205479452054793,0.34090909090909094,0.2346368715083798,1
0.002849003,0.009463722,0.007352941,0.007009346,0.763157895,0.7179487179487181,0.547945205,0.49090909090909085,0.3687150837988827,0
0,0,0,0,0.8421052631578951,0.683760684,0.8082191780821919,0.7000000000000001,0.40782122905027934,0.16666666666666666
0,0,0,0,0.6842105263157898,0.6068376068376069,0.7397260273972606,0.37272727272727274,0.5288640595903165,0.3333333333333333
0,0,0,0,0.8026315789473686,0.692307692,0.6849315068493147,0.4227272727272727,0.3612662942271881,0.5
0,0,0,0,0.8552631578947372,0.692307692,0.8356164383561642,0.6363636363636364,0.3482309124767225,0.6666666666666666
0.087369421,0.2397476340694006,0.1985294117647059,0.19626168224299068,0.7236842105263164,0.6752136752136755,0.3013698630136985,0.5727272727272728,0.5027932960893853,0.8333333333333333
0,0,0,0,0.7500000000000004,0.5811965811965814,0.7671232876712328,0.4409090909090909,0.260707635,1
0,0,0,0,0.8289473684210527,0.683760684,0.8219178082191778,0.6545454545454545,0.39478584729981375,0
0,0,0,0,0.8684210526315792,0.700854701,0.8493150684931505,0.5727272727272728,0.3538175046554934,0.16666666666666666
0.000949668,0.003154574,0.00245098,0.002336449,0.736842105,0.5897435897435899,0.7123287671232874,0.4227272727272727,0.2532588454376163,0.3333333333333333
0,0,0,0,0.8157894736842111,0.700854701,0.7671232876712328,0.49090909090909085,0.2402234636871508,0.5
0,0,0,0,0.8421052631578951,0.7435897435897436,0.8356164383561642,0.6863636363636364,0.5158286778398509,0.6666666666666666
0.000949668,0.003154574,0.00245098,0.002336449,0.8157894736842111,0.7777777777777781,0.6986301369863015,0.5045454545454545,0.40782122905027934,0.8333333333333333
0,0,0,0,0.763157895,0.6410256410256414,0.7808219178082187,0.3590909090909091,0.2346368715083798,1
0.005698006,0.018927444794952678,0.017156863,0.01635514,0.6710526315789473,0.666666667,0.5753424657534243,0.3090909090909091,0.5083798882681563,0
0.002849003,0.006309148,0.004901961,0.007009346,0.6315789473684212,0.5128205128205132,0.42465753424657526,0.3590909090909091,0.3277467411545623,0.16666666666666666
0,0,0,0,0.8289473684210527,0.683760684,0.8082191780821919,0.8181818181818181,0.3612662942271881,0.3333333333333333
0,0,0,0,0.8552631578947372,0.7521367521367521,0.7945205479452055,0.7363636363636364,0.3687150837988827,0.5
0,0,0,0,0.8026315789473686,0.726495726,0.7808219178082187,0.5727272727272728,0.40782122905027934,0.6666666666666666
0,0,0,0,0.8289473684210527,0.726495726,0.7397260273972606,0.6363636363636364,0.441340782,0.8333333333333333
0,0,0,0,0.8684210526315792,0.7350427350427355,0.8630136986301369,0.6363636363636364,0.28677839851024206,1
0.009496676,0.028391167192429023,0.024509804,0.023364485981308414,0.5394736842105265,0.3931623931623931,0.3013698630136985,0.39090909090909093,0.5158286778398509,0
0.002849003,0.009463722,0.007352941,0.007009346,0.736842105,0.6153846153846159,0.6575342465753424,0.6545454545454545,0.46927374301675967,0.16666666666666666
0,0,0,0,0.789473684,0.6581196581196584,0.7123287671232874,0.7000000000000001,0.3687150837988827,0.3333333333333333
0,0,0,0,0.8157894736842111,0.726495726,0.7534246575342465,0.7681818181818182,0.5549348230912476,0.5
0,0,0,0,0.8026315789473686,0.726495726,0.7671232876712328,0.6681818181818182,0.4208566108007448,0.6666666666666666
0,0,0,0,0.8289473684210527,0.7350427350427355,0.7671232876712328,0.5863636363636364,0.29422718808193665,0.8333333333333333
0,0,0,0,0.7500000000000004,0.700854701,0.7260273972602738,0.3090909090909091,0.30726256983240224,1
0,0,0,0,0.6973684210526319,0.6752136752136755,0.7534246575342465,0.4090909090909091,0.3277467411545623,0
0.031339031339031334,0.063091483,0.066176471,0.074766355,0.5921052631578951,0.6068376068376069,0.34246575342465757,0.37272727272727274,0.3538175046554934,0.16666666666666666
0,0,0,0,0.763157895,0.6410256410256414,0.6712328767123288,0.5045454545454545,0.38733705772811916,0.3333333333333333
0,0,0,0,0.789473684,0.6495726495726499,0.7397260273972606,0.37272727272727274,0.26815642458100547,0.5
0,0,0,0,0.789473684,0.7606837606837611,0.6301369863013697,0.5727272727272728,0.3538175046554934,0.6666666666666666
0,0,0,0,0.8157894736842111,0.7521367521367521,0.7123287671232874,0.5863636363636364,0.3351955307262569,0.8333333333333333
0.00379867,0.009463722,0.007352941,0.009345794,0.7763157894736845,0.6581196581196584,0.7123287671232874,0.6181818181818182,0.4543761638733706,1
0,0,0,0,0.8684210526315792,0.7948717948717952,0.7808219178082187,0.6045454545454545,0.3277467411545623,0
0,0,0,0,0.8289473684210527,0.7094017094017095,0.7671232876712328,0.6863636363636364,0.4283054003724393,0.16666666666666666
0,0,0,0,0.8289473684210527,0.726495726,0.7808219178082187,0.6863636363636364,0.6033519553072626,0.3333333333333333
